,Unnamed: 0,no,x,y,dX,dY,dX_m,dY_m,dmax,dmax_m,vel,probab,probab_test
36,37,37.0,950.0,250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999621033668518,0.999621033668518
37,38,38.0,1050.0,250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7044499516487122,0.7044499516487122
38,39,39.0,1150.0,250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999583661556244,0.999583661556244
39,40,40.0,1250.0,250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9977574944496156,0.9977574944496156
40,41,41.0,1350.0,250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9838846921920776,0.9838846921920776
41,42,42.0,50.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998977184295654,0.9998977184295654
42,43,43.0,150.0,350.0,4.0,8.0,4.0,8.0,8.94427190999916,8.94427190999916,8.94427190999916,0.2262948453426361,0.2262948453426361
43,44,44.0,250.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8468771576881409,0.8468771576881409
44,45,45.0,350.0,350.0,3.0,9.0,3.0,9.0,9.486832980505138,9.486832980505138,9.486832980505138,0.4472618103027344,0.4472618103027344
45,47,47.0,550.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.2377582937479019,0.2377582937479019
46,48,48.0,650.0,350.0,-2.0,-9.0,-2.0,-9.0,9.219544457292889,9.219544457292889,9.219544457292889,0.399246335029602,0.399246335029602
47,49,49.0,750.0,350.0,2.0,8.0,2.0,8.0,8.246211251235321,8.246211251235321,8.246211251235321,0.8156450390815735,0.8156450390815735
48,50,50.0,850.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9567058086395264,0.9567058086395264
49,51,51.0,950.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9996839761734008,0.9996839761734008
50,52,52.0,1050.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9997106194496156,0.9997106194496156
51,53,53.0,1150.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9997987151145936,0.9997987151145936
52,54,54.0,1250.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.99673330783844,0.99673330783844
53,55,55.0,1350.0,350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7239053249359131,0.7239053249359131
54,56,56.0,50.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999996781349182,0.999996781349182
55,57,57.0,150.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999922513961792,0.9999922513961792
56,58,58.0,250.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.5093327164649963,0.5093327164649963
58,60,60.0,450.0,450.0,-3.0,9.0,-3.0,9.0,9.486832980505138,9.486832980505138,9.486832980505138,1.0,1.0
61,63,63.0,750.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9978343844413756,0.9978343844413756
62,64,64.0,850.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8456392884254456,0.8456392884254456
63,65,65.0,950.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.979260265827179,0.979260265827179
64,66,66.0,1050.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9993892908096312,0.9993892908096312
65,67,67.0,1150.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9997674822807312,0.9997674822807312
66,68,68.0,1250.0,450.0,2.0,8.0,2.0,8.0,8.246211251235321,8.246211251235321,8.246211251235321,0.8967142701148987,0.8967142701148987
67,69,69.0,1350.0,450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9862989783287048,0.9862989783287048
68,70,70.0,50.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
69,71,71.0,150.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9985174536705016,0.9985174536705016
70,72,72.0,250.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999688863754272,0.9999688863754272
71,73,73.0,350.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.4675339460372925,0.4675339460372925
72,74,74.0,450.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7218339443206787,0.7218339443206787
74,76,76.0,650.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9477612376213074,0.9477612376213074
75,77,77.0,750.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9899175763130188,0.9899175763130188
76,78,78.0,850.0,550.0,4.0,8.0,4.0,8.0,8.94427190999916,8.94427190999916,8.94427190999916,0.4988267719745636,0.4988267719745636
77,79,79.0,950.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.982254683971405,0.982254683971405
78,80,80.0,1050.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.899762749671936,0.899762749671936
79,81,81.0,1150.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9928094148635864,0.9928094148635864
80,82,82.0,1250.0,550.0,4.0,7.0,4.0,7.0,8.06225774829855,8.06225774829855,8.06225774829855,0.3553670346736908,0.3553670346736908
81,83,83.0,1350.0,550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7745958566665649,0.7745958566665649
82,84,84.0,50.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
83,85,85.0,150.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9977091550827026,0.9977091550827026
84,86,86.0,250.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9982439279556274,0.9982439279556274
85,87,87.0,350.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7724864482879639,0.7724864482879639
86,88,88.0,450.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.500286877155304,0.500286877155304
87,90,90.0,650.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8611560463905334,0.8611560463905334
88,91,91.0,750.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7749497890472412,0.7749497890472412
89,92,92.0,850.0,650.0,4.0,9.0,4.0,9.0,9.848857801796104,9.848857801796104,9.848857801796104,0.3207561373710632,0.3207561373710632
90,93,93.0,950.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9971930384635924,0.9971930384635924
91,94,94.0,1050.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9991555213928224,0.9991555213928224
92,95,95.0,1150.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.5448948740959167,0.5448948740959167
93,96,96.0,1250.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9980741739273072,0.9980741739273072
94,97,97.0,1350.0,650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9691247344017028,0.9691247344017028
95,98,98.0,50.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999982118606568,0.9999982118606568
96,99,99.0,150.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9685835838317872,0.9685835838317872
97,100,100.0,250.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999834299087524,0.9999834299087524
98,101,101.0,350.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9953281879425048,0.9953281879425048
99,102,102.0,450.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.994274079799652,0.994274079799652
100,103,103.0,550.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9615485072135924,0.9615485072135924
101,104,104.0,650.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998693466186525,0.9998693466186525
102,105,105.0,750.0,750.0,2.0,7.0,2.0,7.0,7.280109889280518,7.280109889280518,7.280109889280518,0.3935824930667877,0.3935824930667877
103,106,106.0,850.0,750.0,3.0,7.0,3.0,7.0,7.615773105863909,7.615773105863909,7.615773105863909,0.5633766055107117,0.5633766055107117
104,107,107.0,950.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.743685781955719,0.743685781955719
105,108,108.0,1050.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9820374250411988,0.9820374250411988
106,109,109.0,1150.0,750.0,2.0,8.0,2.0,8.0,8.246211251235321,8.246211251235321,8.246211251235321,0.5511630773544312,0.5511630773544312
107,110,110.0,1250.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9973020553588868,0.9973020553588868
108,111,111.0,1350.0,750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9958816766738892,0.9958816766738892
109,112,112.0,50.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999825954437256,0.9999825954437256
110,113,113.0,150.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9995740056037904,0.9995740056037904
111,114,114.0,250.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9874371290206908,0.9874371290206908
112,115,115.0,350.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.997003734111786,0.997003734111786
113,116,116.0,450.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9931522607803344,0.9931522607803344
114,117,117.0,550.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7298769354820251,0.7298769354820251
115,118,118.0,650.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9868441820144652,0.9868441820144652
116,119,119.0,750.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.986409068107605,0.986409068107605
117,120,120.0,850.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.6642242074012756,0.6642242074012756
119,122,122.0,1050.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999502658843994,0.999502658843994
120,123,123.0,1150.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.6353833675384521,0.6353833675384521
121,124,124.0,1250.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999359846115112,0.9999359846115112
122,125,125.0,1350.0,850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999561309814452,0.9999561309814452
123,126,126.0,50.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998676776885986,0.9998676776885986
124,127,127.0,150.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9933645725250244,0.9933645725250244
125,128,128.0,250.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998348951339722,0.9998348951339722
126,129,129.0,350.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9607244729995728,0.9607244729995728
127,130,130.0,450.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9996472597122192,0.9996472597122192
128,131,131.0,550.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9845017790794371,0.9845017790794371
129,132,132.0,650.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9880144000053406,0.9880144000053406
130,133,133.0,750.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9728767275810242,0.9728767275810242
131,134,134.0,850.0,950.0,3.0,7.0,3.0,7.0,7.615773105863909,7.615773105863909,7.615773105863909,0.4909483194351196,0.4909483194351196
132,135,135.0,950.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.1921353042125702,0.1921353042125702
133,136,136.0,1050.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9980029463768004,0.9980029463768004
134,137,137.0,1150.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999477863311768,0.9999477863311768
135,138,138.0,1250.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8384778499603271,0.8384778499603271
136,139,139.0,1350.0,950.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9987030029296876,0.9987030029296876
137,140,140.0,50.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
138,141,141.0,150.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999252557754515,0.9999252557754515
139,142,142.0,250.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9682376980781556,0.9682376980781556
140,143,143.0,350.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9977954626083374,0.9977954626083374
141,144,144.0,450.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9980237483978271,0.9980237483978271
142,145,145.0,550.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.934798002243042,0.934798002243042
143,146,146.0,650.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9907079935073853,0.9907079935073853
144,147,147.0,750.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.921255886554718,0.921255886554718
145,148,148.0,850.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9493927359580994,0.9493927359580994
146,149,149.0,950.0,1050.0,2.0,8.0,2.0,8.0,8.246211251235321,8.246211251235321,8.246211251235321,0.3313276469707489,0.3313276469707489
147,150,150.0,1050.0,1050.0,4.0,8.0,4.0,8.0,8.94427190999916,8.94427190999916,8.94427190999916,0.5585082173347473,0.5585082173347473
148,151,151.0,1150.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9971833825111388,0.9971833825111388
149,152,152.0,1250.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9955495595932008,0.9955495595932008
150,153,153.0,1350.0,1050.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
151,154,154.0,50.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999960660934448,0.9999960660934448
152,155,155.0,150.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9984061121940612,0.9984061121940612
153,156,156.0,250.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9951236844062804,0.9951236844062804
154,157,157.0,350.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9810135960578918,0.9810135960578918
155,158,158.0,450.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999980330467224,0.999980330467224
156,159,159.0,550.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9830668568611144,0.9830668568611144
157,160,160.0,650.0,1150.0,4.0,8.0,4.0,8.0,8.94427190999916,8.94427190999916,8.94427190999916,0.3485476076602936,0.3485476076602936
158,161,161.0,750.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9954843521118164,0.9954843521118164
159,162,162.0,850.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.4665660262107849,0.4665660262107849
160,163,163.0,950.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7236924171447754,0.7236924171447754
161,164,164.0,1050.0,1150.0,2.0,8.0,2.0,8.0,8.246211251235321,8.246211251235321,8.246211251235321,0.3046812415122986,0.3046812415122986
162,165,165.0,1150.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.960260570049286,0.960260570049286
163,166,166.0,1250.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9973862767219543,0.9973862767219543
164,167,167.0,1350.0,1150.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9993245601654052,0.9993245601654052
165,168,168.0,50.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999758005142212,0.9999758005142212
166,169,169.0,150.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9988172054290771,0.9988172054290771
167,170,170.0,250.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
168,171,171.0,350.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999606609344482,0.9999606609344482
169,172,172.0,450.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999221563339232,0.9999221563339232
170,173,173.0,550.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9074402451515198,0.9074402451515198
171,174,174.0,650.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9685466885566713,0.9685466885566713
172,175,175.0,750.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.406912088394165,0.406912088394165
173,177,177.0,950.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.3403727114200592,0.3403727114200592
174,179,179.0,1150.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9950122237205504,0.9950122237205504
175,180,180.0,1250.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9988058805465698,0.9988058805465698
176,181,181.0,1350.0,1250.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999403953552246,0.9999403953552246
177,182,182.0,50.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999985694885254,0.9999985694885254
178,183,183.0,150.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.997611403465271,0.997611403465271
179,184,184.0,250.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9997648596763612,0.9997648596763612
180,185,185.0,350.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9825392961502076,0.9825392961502076
181,186,186.0,450.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9093968868255616,0.9093968868255616
182,187,187.0,550.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9970285296440125,0.9970285296440125
183,188,188.0,650.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.3368182480335235,0.3368182480335235
185,192,192.0,1050.0,1350.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,0.1920915991067886,0.1920915991067886
186,193,193.0,1150.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9196897745132446,0.9196897745132446
187,194,194.0,1250.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.990876853466034,0.990876853466034
188,195,195.0,1350.0,1350.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9366828203201294,0.9366828203201294
189,196,196.0,50.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
190,197,197.0,150.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9950490593910216,0.9950490593910216
191,198,198.0,250.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9914173483848572,0.9914173483848572
192,199,199.0,350.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9947073459625244,0.9947073459625244
193,200,200.0,450.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999980926513672,0.9999980926513672
194,201,201.0,550.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998134970664978,0.9998134970664978
195,202,202.0,650.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9771518111228944,0.9771518111228944
